,name,per,no_of_seasons,start_age,end_age,g,mp,fg,fga,fg3,fg3a,ft,fta,orb,ast,stl,blk,tov,pf,pts,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,height_in,weight_lb
417,Curtis Kitchen,18.5,4.0,19,22,118,3124,289,601,,,168,320,,,71,257,216,375,746,.481,,.525,26.5,6.3,6.9,,81.0,235.0
418,Tim Kempton,9.8,4.0,19,22,107,2802,310,601,,,307,406,,157,63,40,,281,927,.516,,.756,26.2,8.7,5.6,1.5,82.0,245.0
419,Anthony Frederick,12.3,2.0,20,21,62,1963,275,527,,,109,195,,126,81,145,155,200,659,.522,,.559,31.7,10.6,7.0,2.0,79.0,205.0
420,David Robinson,26.2,4.0,18,21,127,3741,1032,1683,1,1,604,964,,84,158,516,261,350,2669,.613,1.000,.627,29.5,21.0,10.3,0.7,85.0,235.0
421,Armen Gilliam,16.4,3.0,20,22,107,3302,716,1235,,,423,594,,58,122,91,196,263,1855,.580,,.712,30.9,17.3,8.3,0.5,81.0,230.0
422,Dennis Hopson,13.3,4.0,18,21,125,3611,796,1534,67,160,437,551,,258,164,59,276,227,2096,.519,.419,.793,28.9,16.8,5.7,2.1,77.0,200.0
423,Reggie Williams,14.2,4.0,19,22,138,4025,809,1651,78,202,421,548,,327,206,66,312,377,2117,.490,.386,.768,29.2,15.3,6.4,2.4,79.0,190.0
424,Scottie Pippen,18.6,4.0,18,21,93,,637,1131,23,40,303,436,,253,193,,291,261,1600,.563,.575,.695,,17.2,8.1,2.7,80.0,210.0
425,Kenny Smith,14.9,4.0,18,21,127,4218,628,1226,87,213,293,356,,768,195,6,373,185,1636,.512,.408,.823,33.2,12.9,2.2,6.0,75.0,170.0
426,Kevin Johnson,20.7,4.0,17,20,118,3814,601,1259,48,124,405,535,,521,,,,,1655,.477,.387,.757,32.3,14.0,3.6,4.4,73.0,180.0
427,Olden Polynice,13.2,3.0,19,21,95,3035,442,765,,,267,436,,52,25,86,220,223,1151,.578,,.612,31.9,12.1,7.0,0.5,83.0,220.0
428,Derrick McKey,13.9,3.0,18,20,99,3044,499,860,21,50,212,266,,132,73,188,177,270,1231,.580,.420,.797,30.7,12.4,6.5,1.3,81.0,205.0
429,Horace Grant,16.0,4.0,18,21,122,3363,660,1104,1,2,375,533,,206,104,82,220,337,1696,.598,.500,.704,27.6,13.9,8.0,1.7,82.0,215.0
430,Reggie Miller,18.4,4.0,18,21,122,3836,769,1405,69,157,488,584,,247,158,22,218,262,2095,.547,.439,.836,31.4,17.2,4.2,2.0,79.0,185.0
431,Muggsy Bogues,15.0,4.0,19,22,119,3568,386,816,35,79,179,239,,781,275,4,297,277,986,.473,.443,.749,30.0,8.3,2.4,6.6,63.0,136.0
432,Joe Wolf,7.8,4.0,19,22,128,3185,511,928,23,40,186,243,,243,84,39,207,279,1231,.551,.575,.765,24.9,9.6,5.5,1.9,83.0,230.0
433,Tellis Frank,10.3,4.0,18,21,122,,525,1088,,,273,384,,187,99,59,235,367,1323,.483,,.711,,10.8,5.4,1.5,82.0,225.0
434,Jose Ortiz,9.4,2.0,22,23,52,1865,385,691,,,258,367,,,49,73,132,141,1029,.557,,.703,35.9,19.8,8.7,,82.0,225.0
435,Chris Welp,8.7,4.0,20,23,129,4114,820,1440,,,433,600,,,109,186,314,463,2073,.569,,.722,31.9,16.1,7.7,,84.0,245.0
436,Ronnie Murphy,2.9,4.0,19,22,114,3867,770,1699,,,328,443,,,205,79,345,306,1937,.453,,.740,33.9,17.0,4.8,,77.0,225.0
437,Mark Jackson,16.0,4.0,18,21,131,3980,465,912,49,117,349,465,,738,172,26,299,219,1328,.510,.419,.751,30.4,10.1,2.6,5.6,73.0,180.0
438,Ken Norman,14.5,3.0,20,22,92,2589,558,916,1,4,276,375,,126,70,89,164,170,1393,.609,.250,.736,28.1,15.1,6.9,1.4,80.0,215.0
439,Jim Farmer,10.9,4.0,19,22,111,2944,453,957,36,93,255,325,,189,90,7,180,273,1197,.473,.387,.785,26.5,10.8,3.5,1.7,76.0,190.0
440,Dallas Comegys,10.7,4.0,19,22,118,3423,607,1180,,,399,588,,,95,297,222,288,1613,.514,,.679,29.0,13.7,6.1,,81.0,205.0
441,Reggie Lewis,17.1,4.0,18,21,122,4187,1043,2098,30,91,592,783,,213,226,155,334,325,2708,.497,.330,.756,34.3,22.2,7.9,1.7,79.0,195.0
442,Greg Anderson,13.0,4.0,19,22,123,3457,676,1230,,,310,538,,59,133,227,252,317,1662,.550,,.576,28.1,13.5,8.5,0.5,82.0,230.0
443,Ron Moore,2.0,4.0,21,25,123,1122,1111,1966,,,428,743,,,128,182,97,126,2650,.565,,.576,32.1,21.5,10.8,,84.0,260.0
444,Steve Alford,14.4,4.0,19,22,125,,898,1685,107,202,535,596,,385,178,7,226,209,2438,.533,.530,.898,,19.5,2.8,3.1,74.0,183.0
445,Nate Blackwell,6.1,4.0,18,21,129,4563,625,1445,,,352,425,,,159,13,236,224,1708,.433,,.828,35.4,13.2,3.4,,76.0,170.0
446,Rickie Winslow,-3.4,4.0,19,22,124,4087,631,1154,,,283,449,,,207,102,245,409,1548,.547,,.630,33.0,12.5,7.8,,80.0,225.0
447,Nikita Wilson,2.3,4.0,19,22,110,3192,563,1037,,,258,365,,,67,77,209,303,1384,.543,,.707,29.0,12.6,6.4,,80.0,200.0
448,Andre Moore,12.1,3.0,20,22,85,3167,597,1150,,,206,291,,,72,176,156,243,1400,.519,,.708,37.3,16.5,10.9,,81.0,215.0
449,Bob McCann,10.2,4.0,18,22,108,2586,677,1315,1,3,339,559,,99,81,224,274,294,1694,.515,.333,.606,31.5,15.7,9.9,1.2,78.0,244.0
450,Tony White,9.4,4.0,18,21,127,4034,846,1704,,,499,594,,,94,5,279,311,2219,.496,,.840,31.8,17.5,2.2,,74.0,170.0
451,Brian Rowsom,14.5,4.0,18,21,115,3758,775,1441,,,423,570,,,114,89,167,326,1974,.538,,.742,32.7,17.2,8.8,,81.0,220.0
452,Doug Lee,11.0,4.0,18,22,116,2572,353,732,36,94,139,210,,269,89,4,171,239,881,.482,.383,.662,22.2,7.6,3.6,2.3,77.0,200.0
453,Duane Washington,13.4,2.0,21,22,63,1751,169,383,3,12,120,150,,142,134,8,182,142,461,.441,.250,.800,27.8,7.3,3.4,2.3,76.0,195.0
454,Norris Coleman,6.6,2.0,24,25,47,1605,408,793,,,186,249,,,42,54,74,108,1003,.515,,.747,34.1,21.3,8.2,,80.0,210.0
455,Vincent Askew,12.6,3.0,18,20,103,3435,452,918,16,42,251,334,,398,116,14,232,165,1171,.492,.381,.751,33.3,11.4,5.0,3.9,78.0,210.0
456,Winston Garland,12.5,2.0,21,22,66,2125,479,990,57,113,233,306,,289,141,16,166,150,1248,.484,.504,.761,32.2,18.9,3.0,4.4,74.0,170.0
457,Kannard Johnson,-4.6,4.0,18,21,126,,693,1294,,,352,471,,,,,,,1738,.536,,.747,,13.8,6.7,,81.0,220.0
458,Brad Lohaus,12.3,4.0,18,22,115,1976,280,600,26,73,141,203,,114,46,68,135,181,727,.467,.356,.695,20.8,6.3,4.6,1.0,83.0,230.0
459,Jamie Waller,7.1,4.0,19,22,128,,930,1740,,,423,667,,,41,33,,,2298,.534,,.634,,18.0,7.4,,76.0,215.0
460,Phil Zevenbergen,13.7,3.0,18,22,67,1623,252,503,,,165,229,,,30,38,119,149,669,.501,,.721,24.6,10.0,6.1,,82.0,230.0
461,Donald Royal,12.8,4.0,17,20,117,3058,333,595,,,449,576,,75,89,29,,280,1115,.560,,.780,26.1,9.5,4.9,0.6,80.0,210.0
462,Winston Crite,9.1,4.0,18,21,123,4049,614,1093,,,348,518,,,114,200,292,405,1576,.562,,.672,32.9,12.8,7.4,,79.0,233.0
463,Darryl Johnson,9.7,4.0,18,21,107,3052,585,1092,13,35,200,241,,289,138,15,170,213,1383,.536,.371,.830,28.5,12.9,2.4,2.7,73.0,170.0
464,Kevin Gamble,14.2,2.0,20,21,65,1127,198,374,25,76,76,109,,78,52,7,66,112,497,.529,.329,.697,17.3,7.6,3.2,1.2,77.0,210.0
465,Eric White,12.5,4.0,18,21,117,3582,699,1332,,,276,385,,,94,57,217,324,1674,.525,,.717,30.6,14.3,6.9,,80.0,200.0
466,Billy Donovan,8.7,4.0,18,21,122,2971,452,980,,,327,402,,,170,8,271,151,1328,.461,,.813,24.4,10.9,1.6,,71.0,171.0
467,Joe Arlauckas,7.9,4.0,18,21,113,3212,688,1358,,,232,360,,,66,220,203,242,1610,.507,,.644,28.4,14.2,7.2,,81.0,230.0
468,Chris Dudley,10.7,4.0,18,21,102,2798,512,998,,,269,525,,73,49,172,240,338,1293,.513,,.512,27.4,12.7,9.5,0.7,83.0,235.0
469,Jack Haley,9.7,3.0,21,23,86,1574,107,252,,,103,162,,52,13,29,101,237,317,.425,,.636,18.3,3.7,4.4,0.6,82.0,240.0
470,Dave Popson,8.2,4.0,19,22,134,1906,329,632,,,102,135,,100,41,55,123,273,760,.521,,.756,14.2,5.7,2.9,0.7,82.0,220.0
471,Ron Grandison,9.8,4.0,18,22,115,2851,480,921,0,1,317,509,,124,,,,,1277,.521,.000,.623,24.8,11.1,6.5,1.1,78.0,215.0
472,Bart Kofoed,5.7,3.0,18,22,94,,701,1429,38,114,268,380,,384,106,2,218,136,1708,.491,.333,.705,,18.2,4.7,5.8,76.0,210.0
473,Martin Nessley,2.8,4.0,18,21,92,730,86,180,,,52,83,,,17,53,55,144,224,.478,,.627,7.9,2.4,2.1,,86.0,260.0
474,Danny Manning,16.9,4.0,18,21,147,4961,1216,2049,10,29,509,688,,342,250,200,393,473,2951,.593,.345,.740,33.7,20.1,8.1,2.3,82.0,230.0
475,Rik Smits,17.9,4.0,18,21,107,3141,756,1241,0,2,433,625,,46,22,345,126,158,1945,.609,.000,.693,29.4,18.2,7.6,0.4,88.0,250.0
476,Charles Smith,15.7,4.0,19,22,122,4103,707,1414,3,11,628,834,,171,114,346,249,392,2045,.500,.273,.753,33.6,16.8,8.1,1.4,82.0,230.0
477,Chris Morris,15.1,4.0,19,22,128,4058,694,1386,42,124,287,403,,281,189,141,206,343,1717,.501,.339,.712,31.7,13.4,6.7,2.2,80.0,210.0
478,Mitch Richmond,17.6,2.0,21,22,64,2164,469,971,85,206,304,395,,205,61,26,197,156,1327,.483,.413,.770,33.8,20.7,6.0,3.2,77.0,215.0
479,Hersey Hawkins,16.3,4.0,18,21,125,4716,1100,2041,118,329,690,856,,400,259,76,298,310,3008,.539,.359,.806,37.7,24.1,6.5,3.2,75.0,190.0
480,Tim Perry,12.4,4.0,19,22,130,4096,553,1016,,,262,433,,35,81,392,152,293,1368,.544,,.605,31.5,10.5,7.6,0.3,81.0,200.0
481,Rex Chapman,13.9,2.0,19,20,61,2070,404,851,134,335,131,170,,220,89,31,155,116,1073,.475,.400,.771,33.9,17.6,2.6,3.6,76.0,185.0
482,Rony Seikaly,15.7,4.0,19,22,136,3794,652,1165,0,1,412,715,,86,88,319,275,448,1716,.560,.000,.576,27.9,12.6,8.0,0.6,83.0,230.0
483,Willie Anderson,13.8,4.0,18,21,107,2781,546,1092,35,108,221,282,,434,140,122,303,254,1348,.500,.324,.784,26.0,12.6,3.9,4.1,79.0,190.0
484,Will Perdue,13.6,4.0,18,22,104,2338,519,856,,,243,392,,137,32,163,158,238,1281,.606,,.620,22.5,12.3,6.8,1.3,84.0,240.0
485,Harvey Grant,12.7,3.0,19,22,101,2922,638,1188,3,15,256,359,,125,100,69,118,236,1535,.537,.200,.713,28.9,15.2,8.2,1.2,80.0,195.0
486,Jeff Grayer,12.0,4.0,19,22,125,4438,974,1852,27,82,527,768,,252,199,61,252,319,2502,.526,.329,.686,35.5,20.0,7.3,2.0,77.0,200.0
487,Dan Majerle,13.8,4.0,19,22,94,3383,790,1474,47,109,418,662,,209,160,95,106,226,2045,.536,.431,.631,36.0,21.8,8.9,2.2,78.0,215.0
488,Gary Grant,13.4,4.0,19,22,129,4238,896,1696,77,167,353,447,,731,300,29,430,367,2222,.528,.461,.790,32.9,17.2,3.5,5.7,75.0,185.0
489,Derrick Chievous,11.8,4.0,17,20,130,4268,893,1710,30,66,764,963,,207,152,14,308,300,2580,.522,.455,.793,32.8,19.8,7.5,1.6,79.0,195.0
490,Eric Leckner,9.8,4.0,18,21,131,3808,753,1231,,,432,634,,54,61,164,72,443,1938,.612,,.681,29.1,14.8,5.9,0.4,83.0,265.0
491,Ricky Berry,13.1,4.0,19,23,105,3213,651,1382,89,206,431,529,,,95,32,35,334,1822,.471,.432,.815,30.6,17.4,4.7,,80.0,205.0
492,Rod Strickland,18.0,3.0,19,21,87,2880,571,1069,32,69,274,438,,295,204,14,251,183,1448,.534,.464,.626,33.1,16.6,3.4,3.4,75.0,175.0
493,Kevin Edwards,12.7,2.0,21,22,61,2059,404,756,41,92,146,184,,215,133,27,115,116,995,.534,.446,.793,33.8,16.3,5.1,3.5,75.0,190.0
494,Mark Bryant,10.9,4.0,19,22,118,3671,729,1398,2,3,446,633,,87,88,111,261,381,1906,.521,.667,.705,31.1,16.2,7.7,0.7,81.0,245.0
495,Randolph Keys,10.3,4.0,18,21,121,3439,694,1458,32,109,206,295,,113,125,74,164,386,1626,.476,.294,.698,28.4,13.4,6.0,0.9,79.0,195.0
496,Jerome Lane,12.6,3.0,19,21,93,2970,436,831,4,15,341,552,,206,105,34,216,257,1217,.525,.267,.618,31.9,13.1,10.4,2.2,78.0,230.0
497,Brian Shaw,11.7,4.0,17,21,100,3191,388,894,44,116,187,257,,540,127,26,302,257,1007,.434,.379,.728,31.9,10.1,6.4,5.4,78.0,190.0
498,David Rivers,9.7,4.0,20,23,118,4204,704,1593,67,165,583,717,,586,201,11,,280,2058,.442,.406,.813,35.6,17.4,3.3,5.0,72.0,170.0
499,Rolando Ferreira,-7.6,2.0,22,23,61,1884,320,630,,,117,165,,,60,95,90,154,760,.508,,.709,30.9,12.5,6.2,,85.0,240.0
500,Shelton Jones,10.4,4.0,18,21,127,3525,513,1029,,,347,465,,,84,111,226,234,1374,.499,,.746,27.8,10.8,5.9,,81.0,210.0
501,Andrew Lang,11.7,4.0,18,21,121,2626,350,716,,,138,240,,41,52,252,166,356,838,.489,,.575,21.7,6.9,5.7,0.3,83.0,245.0
502,Vinny Del Negro,13.5,4.0,18,21,103,2275,343,683,67,150,189,229,,270,91,11,118,152,942,.502,.447,.825,22.1,9.1,2.9,2.6,76.0,185.0
503,Fennis Dembo,7.8,4.0,19,22,129,4545,823,1628,,,522,678,,,176,95,105,402,2311,.506,,.770,35.2,17.9,7.4,,77.0,215.0
504,Everette Stephens,7.4,4.0,18,21,119,2689,378,758,88,197,200,277,,481,152,94,281,237,1044,.499,.447,.722,22.6,8.8,2.0,4.0,74.0,175.0
505,Charles Shackleford,13.1,3.0,19,21,94,2897,556,1089,0,1,176,310,,86,76,101,197,257,1288,.511,.000,.568,30.8,13.7,7.8,0.9,82.0,225.0
506,Grant Long,13.3,4.0,18,21,114,3259,542,988,,,385,531,,211,171,65,221,340,1469,.549,,.725,28.6,12.9,7.6,1.9,80.0,225.0
507,Tom Tolbert,10.5,4.0,18,22,78,1905,357,679,9,20,253,330,,59,46,30,145,199,976,.526,.450,.767,24.4,12.5,5.4,0.8,79.0,235.0
508,Sylvester Gray,11.2,2.0,19,20,39,1125,215,396,,,60,116,,,46,55,83,102,490,.543,,.517,28.8,12.6,7.6,,78.0,230.0
509,Ledell Eackles,13.8,2.0,20,21,59,1884,499,1036,90,256,270,348,,96,53,9,170,104,1358,.482,.352,.776,31.9,23.0,4.5,1.6,77.0,220.0
510,Greg Butler,2.9,4.0,18,21,117,2563,423,841,2,4,190,271,,84,30,43,149,191,1038,.503,.500,.701,21.9,8.9,4.2,0.7,83.0,240.0
511,Dean Garrett,13.3,2.0,20,21,63,1909,347,645,,,160,238,,34,34,192,75,174,854,.538,,.672,30.3,13.6,8.5,0.5,82.0,225.0
512,Tito Horford,4.4,2.0,21,22,55,1766,313,613,,,157,278,,33,22,125,188,132,783,.511,,.565,32.1,14.2,9.3,1.1,85.0,245.0
513,Orlando Graham,6.7,4.0,19,22,106,3035,604,1091,,,327,567,,,95,120,285,339,1535,.554,,.577,28.6,14.5,9.0,,80.0,220.0
514,Keith Smart,-0.0,2.0,22,23,63,,295,570,,,154,180,,,57,6,142,168,765,.518,,.856,,12.1,3.0,,73.0,175.0
515,Todd Mitchell,7.5,4.0,18,21,124,3462,605,1119,,,486,653,,,75,49,260,377,1699,.541,,.744,27.9,13.7,6.0,,79.0,205.0
516,Anthony Taylor,11.1,4.0,19,22,115,4142,714,1520,,,453,570,,,147,18,304,328,1939,.470,,.795,36.0,16.9,4.0,,76.0,175.0
517,Tom Garrick,11.6,4.0,18,21,120,3640,584,1231,52,117,353,450,,407,207,43,268,329,1573,.474,.444,.784,30.3,13.1,3.8,3.4,74.0,185.0
518,Morlon Wiley,10.6,4.0,18,21,113,3203,538,1200,127,326,227,291,,425,187,10,266,282,1430,.448,.390,.780,28.3,12.7,2.8,3.8,76.0,185.0
519,Vernon Maxwell,12.7,4.0,19,22,130,4194,921,1995,103,275,505,706,,386,206,21,311,299,2450,.462,.375,.715,32.3,18.8,3.7,3.0,76.0,180.0
520,Micheal Williams,17.9,4.0,18,21,115,3161,657,1355,53,152,488,661,,464,282,24,345,291,1855,.485,.349,.738,34.0,16.1,2.9,4.0,74.0,175.0
521,Steve Kerr,13.1,4.0,18,22,129,4136,553,1010,114,199,225,276,,443,124,8,168,146,1445,.548,.573,.815,32.1,11.2,2.2,3.4,75.0,175.0
522,Rob Lock,5.3,4.0,18,21,117,1909,256,476,,,179,288,,,50,83,160,288,691,.538,,.622,16.3,5.9,4.1,,81.0,225.0
523,Anthony Mason,14.6,4.0,18,21,111,3729,783,1697,57,130,452,634,,268,140,41,331,275,2075,.461,.438,.713,33.6,18.7,8.1,2.4,79.0,250.0
524,Barry Sumpter,-30.2,3.0,18,22,101,2290,351,644,,,129,231,,,52,121,134,272,831,.545,,.558,22.7,8.2,5.8,,83.0,215.0
525,Nate Johnston,14.1,4.0,18,21,125,3926,683,1404,,,425,572,,,140,230,339,371,1859,.486,,.743,31.4,14.9,8.0,,80.0,210.0
526,Winston Bennett,8.4,4.0,18,22,133,3713,515,1065,1,2,368,516,,153,123,34,239,435,1399,.484,.500,.713,27.9,10.5,6.0,1.2,79.0,210.0
527,Corey Gaines,10.8,4.0,18,22,109,2023,312,619,42,83,210,309,,424,99,9,240,198,876,.504,.506,.680,18.6,8.0,1.5,3.9,75.0,195.0
528,Ricky Grace,10.8,4.0,17,20,136,2353,638,1306,141,366,295,418,,951,178,17,216,220,1712,.489,.385,.706,32.7,12.6,3.4,7.0,73.0,180.0
529,Craig Neal,7.0,5.0,19,23,127,3095,289,636,66,170,174,228,,659,127,22,296,265,818,.454,.388,.763,24.4,6.4,1.6,5.2,77.0,165.0
530,Michael Anderson,10.5,4.0,18,21,115,4049,720,1505,,,705,958,,,341,48,511,385,2208,.478,,.736,35.2,19.2,6.0,,71.0,184.0
531,Gerald Paddio,10.6,2.0,21,22,73,,423,969,205,519,120,157,,177,69,21,150,154,1171,.437,.395,.764,,16.0,4.6,2.4,79.0,205.0
532,Pervis Ellison,15.2,4.0,18,21,136,4335,857,1486,1,3,428,623,,320,171,374,314,414,2143,.577,.333,.687,31.9,15.8,8.4,2.4,81.0,210.0
533,Danny Ferry,11.8,4.0,19,22,143,4307,810,1675,108,278,427,551,,506,169,71,396,394,2155,.484,.388,.775,30.1,15.1,7.0,3.5,82.0,230.0
534,Sean Elliott,13.9,4.0,17,20,133,4499,896,1750,140,307,623,786,,451,103,38,373,243,2555,.512,.456,.793,33.8,19.2,6.1,3.4,80.0,205.0
535,Glen Rice,16.2,4.0,18,21,134,3989,1002,1761,135,281,303,380,,274,102,40,246,254,2442,.569,.480,.797,29.8,18.2,6.4,2.0,79.0,215.0
536,J.R. Reid,11.9,3.0,18,20,96,2788,584,972,,,384,575,,159,109,86,292,304,1552,.601,,.668,29.0,16.2,7.6,1.7,81.0,247.0
537,Stacey King,11.9,4.0,19,22,114,3025,758,1468,,,492,713,,123,,,,,2008,.516,,.690,26.5,17.6,7.2,1.1,83.0,230.0
538,George McCloud,12.7,4.0,18,21,117,2842,529,1149,201,468,315,405,,204,104,16,279,231,1574,.460,.429,.778,24.3,13.5,3.4,1.7,78.0,205.0
539,Randy White,11.0,4.0,18,21,127,3514,731,1235,23,54,462,671,,82,119,66,277,446,1947,.592,.426,.689,27.7,15.3,8.3,0.6,80.0,240.0
540,Tom Hammonds,11.0,4.0,18,21,123,4387,853,1506,1,3,374,467,,169,59,72,263,279,2081,.566,.333,.801,35.7,16.9,7.2,1.4,81.0,215.0
541,Pooh Richardson,14.9,4.0,19,22,122,4297,600,1170,52,112,209,335,,833,189,22,368,300,1461,.513,.464,.624,35.2,12.0,4.6,6.8,73.0,180.0
542,Nick Anderson,15.8,2.0,20,21,69,2034,485,877,26,72,176,268,,125,94,60,116,139,1172,.553,.361,.657,29.5,17.0,7.3,1.8,78.0,205.0
543,Mookie Blaylock,16.8,4.0,18,21,141,2706,1025,2071,240,446,265,381,,784,281,23,201,170,2555,.495,.538,.696,36.6,18.1,4.1,5.6,72.0,180.0
544,Michael Smith,14.0,4.0,18,23,122,,886,1749,116,270,431,491,,317,70,22,359,320,2319,.507,.430,.878,,19.0,7.6,2.6,82.0,225.0
545,Tim Hardaway,18.6,4.0,19,22,124,3575,571,1179,69,196,375,522,,563,262,25,249,297,1586,.484,.352,.718,28.8,12.8,2.6,4.5,72.0,175.0
546,Todd Lichti,12.2,4.0,19,22,124,4107,820,1525,112,235,584,695,,304,156,26,301,276,2336,.538,.477,.840,33.1,18.8,5.3,2.5,76.0,205.0
547,Dana Barros,16.4,4.0,18,21,119,4435,824,1742,291,674,403,479,,438,179,8,267,217,2342,.473,.432,.841,37.3,19.7,3.2,3.7,71.0,163.0
548,B.J. Armstrong,14.5,4.0,18,21,130,3265,583,1185,136,307,403,485,,517,152,9,255,157,1705,.492,.443,.831,25.1,13.1,2.0,4.0,74.0,175.0
549,Kenny Payne,10.3,4.0,19,22,128,2645,447,953,85,212,104,133,,143,53,32,180,230,1083,.469,.401,.782,20.7,8.5,3.7,1.1,80.0,195.0
550,Jeff Sanders,7.1,4.0,20,23,119,3834,766,1415,,,329,476,,175,87,101,336,359,1861,.541,,.691,32.2,15.6,7.5,1.5,80.0,225.0
551,Blue Edwards,12.8,2.0,21,23,57,1863,466,840,26,55,219,292,,144,84,31,168,208,1177,.555,.473,.750,32.7,20.6,6.3,2.5,76.0,200.0
552,Byron Irvin,16.0,4.0,18,22,127,3141,540,1078,75,204,396,524,,280,147,17,218,244,1551,.501,.368,.756,24.7,12.2,3.2,2.2,77.0,190.0
553,Roy Marble,4.0,4.0,19,22,134,3972,787,1359,26,76,516,707,,288,173,15,307,306,2116,.579,.342,.730,29.6,15.8,5.0,2.1,78.0,190.0
554,Anthony Cook,11.0,4.0,18,21,133,4037,629,1094,0,1,332,515,,86,97,278,187,258,1590,.575,.000,.645,30.4,12.0,6.5,0.6,81.0,205.0
555,John Morton,10.5,4.0,18,21,131,3435,538,1188,86,220,459,595,,452,207,51,397,356,1621,.453,.391,.771,26.2,12.4,2.4,3.5,75.0,180.0
556,Kenny Battle,12.5,4.0,20,24,123,4112,811,1425,9,18,553,806,,237,288,94,316,338,2184,.569,.500,.686,33.4,17.8,5.7,1.9,78.0,210.0
557,Sherman Douglas,15.1,4.0,19,22,138,4090,797,1482,69,208,397,571,,960,235,12,410,231,2060,.538,.332,.695,29.6,14.9,2.2,7.0,72.0,180.0
558,Dyron Nix,8.2,4.0,18,21,113,3741,713,1385,,,412,583,,,138,142,276,305,1877,.515,,.707,33.1,16.6,8.4,,79.0,210.0
559,Frank Kornet,6.2,4.0,19,22,117,2409,377,706,3,9,181,282,,93,67,19,123,233,938,.534,.333,.642,20.6,8.0,4.5,0.8,81.0,225.0
560,Jeff Martin,9.3,4.0,19,22,117,4177,926,1774,97,216,535,698,,215,125,130,280,271,2484,.522,.449,.766,35.7,21.2,5.7,1.8,77.0,195.0
561,Stanley Brundy,10.1,4.0,18,21,112,2802,611,974,,,153,312,,,167,118,149,294,1375,.627,,.490,25.0,12.3,7.5,,78.0,210.0
562,Jay Edwards,7.8,2.0,19,20,57,,333,716,,,232,274,,,55,33,147,148,1038,.465,,.847,,18.2,3.5,,76.0,185.0
563,Gary Leonard,8.6,4.0,18,21,132,2216,346,618,,,157,304,,,45,95,179,256,849,.560,,.516,16.8,6.4,4.0,,85.0,250.0
564,Pat Durham,11.4,4.0,18,21,125,4097,705,1369,1,9,569,816,,191,120,171,309,317,1980,.515,.111,.697,32.8,15.8,6.8,1.5,79.0,210.0
565,Clifford Robinson,14.5,4.0,19,22,109,3051,624,1382,10,30,406,630,,136,110,116,257,346,1664,.452,.333,.644,28.0,15.3,6.1,1.2,82.0,225.0
566,Michael Ansley,17.0,4.0,18,21,128,3741,705,1222,1,5,338,474,,76,66,17,227,356,1749,.577,.200,.713,29.2,13.7,7.6,0.6,79.0,225.0
567,Doug West,11.5,4.0,18,21,138,4435,779,1604,143,363,336,469,,199,127,51,298,413,2037,.486,.394,.716,32.1,14.8,4.6,1.4,78.0,200.0
568,Ed Horton,14.5,4.0,18,21,132,2937,560,1086,,,251,452,,,81,39,313,389,1372,.516,,.555,22.3,10.4,6.6,,80.0,230.0
569,Doug Roth,8.2,4.0,18,21,114,2647,369,783,,,97,153,,,60,146,159,301,863,.471,,.634,23.2,7.6,5.6,,83.0,255.0
570,Chucky Brown,11.6,4.0,17,20,128,3014,555,996,7,28,240,360,,94,62,63,146,209,1357,.557,.250,.667,23.5,10.6,5.3,0.7,79.0,214.0
571,Scott Haffner,8.4,4.0,18,22,116,3352,592,1246,245,569,306,351,,258,110,30,201,258,1735,.475,.431,.872,28.9,15.0,2.9,2.2,75.0,180.0
572,Ricky Blanton,19.3,4.0,18,22,129,3555,581,1093,46,112,293,402,,314,111,19,226,256,1501,.532,.411,.729,27.6,11.6,5.9,2.4,79.0,215.0
573,Haywoode Workman,12.0,4.0,19,23,110,3054,638,1485,95,306,392,520,,429,250,9,232,257,1763,.430,.310,.754,35.9,16.0,4.7,3.9,74.0,180.0
574,Brian Quinnett,8.4,5.0,18,22,112,3222,587,1209,57,150,177,254,,153,70,41,160,270,1408,.486,.380,.697,28.8,12.6,4.8,1.4,80.0,235.0
575,Mike Morrison,4.2,4.0,18,21,105,2733,626,1369,,,333,453,,,99,32,231,221,1697,.457,,.735,26.0,16.2,3.5,,76.0,195.0
576,Greg Grant,9.9,3.0,20,22,85,1989,952,1822,171,374,536,663,,,310,8,240,197,2611,.523,.457,.808,33.7,30.7,2.9,,67.0,140.0
577,Derrick Coleman,18.0,4.0,19,22,143,4688,770,1356,16,55,587,858,,322,187,319,322,426,2143,.568,.291,.684,32.8,15.0,10.7,2.3,82.0,230.0
578,Gary Payton,18.9,4.0,18,21,120,4528,829,1710,178,482,336,491,,938,321,63,396,415,2172,.485,.369,.684,37.7,18.1,4.0,7.8,76.0,180.0
579,Mahmoud Abdul-Rauf,15.4,2.0,19,20,64,2382,664,1401,172,462,354,410,,232,107,7,230,136,1854,.474,.372,.863,37.2,29.0,3.0,3.6,73.0,162.0
580,Dennis Scott,13.4,3.0,19,21,99,3686,744,1645,351,831,276,355,,285,150,51,226,207,2115,.452,.422,.777,37.2,21.4,5.3,2.9,80.0,229.0
581,Kendall Gill,14.7,4.0,18,21,117,2972,522,1041,82,219,283,375,,352,218,33,211,204,1409,.501,.374,.755,25.4,12.0,2.8,3.0,77.0,195.0
