,name,per,no_of_seasons,start_age,end_age,g,mp,fg,fga,fg3,fg3a,ft,fta,orb,ast,stl,blk,tov,pf,pts,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g
0,Tim Duncan,24.2,4.0,17,20,128,4492,790,1368,17,53,520,755,,288,69,481,335,303,2117,.577,.321,.689,35.1,16.5,12.3,2.3
1,Keith Van Horn,16.8,4.0,18,21,122,3732,891,1706,206,514,554,651,,142,87,126,282,253,2542,.522,.401,.851,30.6,20.8,8.8,1.2
2,Chauncey Billups,18.8,2.0,19,20,55,1866,297,719,120,314,306,357,,282,104,8,203,128,1020,.413,.382,.857,33.9,18.5,5.6,5.1
3,Antonio Daniels,14.6,4.0,18,21,111,3700,650,1261,84,212,405,534,,573,165,30,314,167,1789,.515,.396,.758,33.3,16.1,2.9,5.2
4,Tony Battie,12.6,3.0,18,20,87,2152,367,673,10,36,185,285,,72,56,162,140,223,929,.545,.278,.649,24.7,10.7,8.3,0.8
5,Ron Mercer,12.5,2.0,19,20,76,1976,404,837,72,209,133,170,,147,100,18,104,146,1013,.483,.344,.782,26.0,13.3,4.1,1.9
6,Tim Thomas,14.0,1.0,19,19,32,1005,187,416,47,140,121,152,,66,56,33,91,88,542,.450,.336,.796,31.4,16.9,6.0,2.1
7,Adonal Foyle,12.3,3.0,19,21,87,3178,712,1301,1,10,351,715,,134,61,492,329,213,1776,.547,.100,.491,36.5,20.4,12.7,1.5
8,Danny Fortson,16.2,3.0,18,20,100,2692,655,1160,0,3,571,769,,119,91,41,258,345,1881,.565,.000,.743,26.9,18.8,8.7,1.2
9,Tariq Abdul-Wahad,11.4,4.0,19,22,87,2037,430,901,49,152,275,379,,109,83,48,191,231,1184,.477,.322,.726,23.4,13.6,5.4,1.3
10,Austin Croshere,14.3,4.0,18,21,121,2858,495,1125,147,432,386,458,,123,104,76,230,247,1523,.440,.340,.843,23.6,12.6,5.3,1.0
11,Derek Anderson,15.3,4.0,18,22,99,2463,408,846,91,250,321,399,,321,186,16,197,243,1228,.482,.364,.805,24.9,12.4,3.8,3.2
12,Maurice Taylor,13.1,3.0,18,20,97,2793,524,1053,5,16,201,313,,113,61,90,200,289,1254,.498,.313,.642,28.8,12.9,6.1,1.2
13,Kelvin Cato,14.4,3.0,19,22,79,1931,271,544,0,1,177,303,,49,67,274,128,228,719,.498,.000,.584,24.4,9.1,7.4,0.6
14,Brevin Knight,14.9,4.0,18,21,115,3703,515,1239,93,277,591,741,,780,298,13,404,323,1714,.416,.336,.798,32.2,14.9,3.8,6.8
15,Johnny Taylor,8.7,3.0,20,22,81,1869,534,1006,75,222,273,392,,155,64,48,150,186,1416,.531,.338,.696,30.1,17.5,7.4,1.9
16,Scot Pollard,13.8,4.0,18,21,128,2754,425,774,1,1,358,535,,59,103,218,193,339,1209,.549,1.000,.669,21.5,9.4,6.6,0.5
17,Paul Grant,4.0,4.0,19,23,116,1949,284,570,0,2,160,229,,46,26,87,158,254,728,.498,.000,.699,16.8,6.3,3.4,0.4
18,Anthony Parker,12.2,4.0,18,21,112,3603,524,1173,195,515,440,587,,355,159,78,277,221,1683,.447,.379,.750,32.2,15.0,5.7,3.2
19,Ed Gray,9.6,3.0,18,21,81,2375,519,1230,127,421,321,415,,149,126,18,191,217,1486,.422,.302,.773,29.3,18.3,3.4,1.8
20,Bobby Jackson,15.2,2.0,22,23,60,1784,306,716,59,192,195,248,,207,108,15,137,169,866,.427,.307,.786,29.7,14.4,5.5,3.5
21,Rodrick Rhodes,6.7,4.0,19,23,124,3127,487,1138,128,378,457,634,,379,204,49,331,336,1559,.428,.339,.721,25.2,12.6,3.7,3.1
22,John Thomas,9.4,4.0,18,21,124,2572,349,703,0,1,187,349,,91,75,65,190,301,885,.496,.000,.536,20.7,7.1,5.1,0.7
23,Charles Smith,11.5,4.0,18,21,126,3783,737,1640,207,605,312,427,,358,178,95,288,232,1993,.449,.342,.731,30.0,15.8,4.6,2.8
24,Jacque Vaughn,10.1,4.0,18,21,126,3807,384,837,105,274,334,472,,804,160,15,351,280,1207,.459,.383,.708,30.2,9.6,3.0,6.4
25,Keith Booth,7.3,4.0,19,22,126,3872,589,1291,27,104,576,824,,296,193,73,403,407,1781,.456,.260,.699,30.7,14.1,7.3,2.3
26,Charles O'Bannon,11.7,4.0,18,21,124,3903,684,1271,73,213,343,457,,313,142,118,285,300,1784,.538,.343,.751,31.5,14.4,6.4,2.5
27,James Cotton,12.3,4.0,18,21,80,2675,450,1018,156,423,396,495,,129,99,27,187,217,1452,.442,.369,.800,33.4,18.2,4.4,1.6
28,Bubba Wells,11.1,4.0,19,22,105,3338,870,1667,94,232,433,580,,208,139,96,257,257,2267,.522,.405,.747,31.8,21.6,6.9,2.0
29,Kebu Stewart,14.0,4.0,20,23,106,3570,685,1262,1,6,691,1022,,68,103,103,322,305,2062,.543,.167,.676,33.7,19.5,11.6,0.6
30,James Collins,15.3,4.0,20,23,112,3678,645,1433,255,686,248,365,,283,191,37,269,293,1793,.450,.372,.679,32.8,16.0,4.5,2.5
31,Marc Jackson,14.1,3.0,19,22,85,2595,381,802,4,10,293,413,,71,47,43,161,161,1059,.475,.400,.709,30.5,12.5,7.4,0.8
32,Jerald Honeycutt,10.6,4.0,19,22,125,4197,791,1880,193,627,434,646,,419,235,163,478,305,2209,.421,.308,.672,33.6,17.7,7.0,3.4
33,Anthony Johnson,11.2,4.0,18,22,117,2810,334,717,67,166,224,309,,520,,,,,959,.466,.404,.725,24.0,8.2,2.6,4.4
34,Jason Lawson,21.5,4.0,19,22,131,3818,534,911,0,1,497,718,,178,97,375,336,463,1565,.586,.000,.692,29.1,11.9,6.9,1.4
35,Cedric Henderson,9.2,4.0,18,21,123,3909,664,1477,96,316,273,434,,181,175,114,327,324,1697,.450,.304,.629,31.8,13.8,5.2,1.5
36,God Shammgod,9.2,2.0,19,20,65,2113,208,529,30,144,223,330,,428,130,5,197,215,669,.393,.208,.676,32.5,10.3,2.0,6.6
37,Eric Washington,9.5,4.0,19,22,112,2868,531,1222,262,678,208,265,,107,140,61,186,219,1532,.435,.386,.785,25.6,13.7,5.0,1.0
38,Alvin Williams,13.7,4.0,19,22,131,3925,485,1094,133,380,320,441,,553,200,38,303,341,1423,.443,.350,.726,30.0,10.9,3.7,4.2
39,Chris Crawford,12.9,4.0,18,21,113,2486,364,820,85,228,235,326,,93,69,43,175,309,1048,.444,.373,.721,22.0,9.3,3.5,0.8
40,DeJuan Wheat,12.9,4.0,20,23,136,4560,725,1603,323,856,410,543,,498,204,25,307,226,2183,.452,.377,.755,33.5,16.1,2.6,3.7
41,Mark Blount,12.5,2.0,20,21,56,1149,136,292,1,2,87,168,,39,28,105,129,173,360,.466,.500,.518,20.5,6.4,5.0,0.7
42,Michael Olowokandi,10.7,3.0,20,22,77,690,444,750,0,0,153,328,,38,19,160,61,96,1041,.592,,.466,15.7,13.5,7.5,0.5
